Index,Name,Expansion,Min price,Exemplaires en vente,Rareté,mkm_url,expansion_release_date,Tournament_last_month,Price trend,Price 7 days,Price 30 days,Code,Expansion_code,Number_code
1577,Paldean Tauros,Paldean-Fates,1.65,192,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Paldean-Tauros-PAF111,"26TH JANUARY, 2024",,,,,PAF 111,PAF,111
1578,Kadabra,Paldean-Fates,3.0,254,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Kadabra-PAF149,"26TH JANUARY, 2024",,,,,PAF 149,PAF,149
1579,Wiglett,Paldean-Fates,1.85,301,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Wiglett-PAF121,"26TH JANUARY, 2024",,,,,PAF 121,PAF,121
1580,Houndstone,Paldean-Fates,1.4,280,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Houndstone-V2-PAF168,"26TH JANUARY, 2024",,,,,PAF 168,PAF,168
1581,Skwovet,Paldean-Fates,2.4,259,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Skwovet-PAF205,"26TH JANUARY, 2024",,,,,PAF 205,PAF,205
1582,Tatsugiri,Paldean-Fates,2.0,225,Shiny Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Tatsugiri-PAF127,"26TH JANUARY, 2024",,,,,PAF 127,PAF,127
1584,Ceruledge,Paldean-Fates,4.2,165,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Ceruledge-V3-PAL098,"26TH JANUARY, 2024",,,,,PAF 040,PAF,40
1597,Pikachu,Paldean-Fates,6.04,3,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Pikachu-V3-PAF018,"26TH JANUARY, 2024",,,,,PAF 018,PAF,18
1598,Fidough,Paldean-Fates,3.0,7,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Fidough-V2-PAF038,"26TH JANUARY, 2024",,,,,PAF 038,PAF,38
1599,Greavard,Paldean-Fates,3.0,4,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldean-Fates/Greavard-V2-PAF042,"26TH JANUARY, 2024",,,,,PAF 042,PAF,42
1606,Gholdengo ex,Paradox-Rift,3.9,135,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Gholdengo-ex-V1-PAR139,"3RD NOVEMBER, 2023",,,,,PAR 139,PAR,139
1608,Iron Hands ex,Paradox-Rift,4.0,446,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Iron-Hands-ex-V1-PAR070,"3RD NOVEMBER, 2023",,,,,PAR 070,PAR,70
1614,Roaring Moon ex,Paradox-Rift,1.85,586,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Roaring-Moon-ex-V1-PAR124,"3RD NOVEMBER, 2023",,,,,PAR 124,PAR,124
1617,Mewtwo ex,Paradox-Rift,1.0,407,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Mewtwo-ex-PAR058,"3RD NOVEMBER, 2023",,,,,PAR 058,PAR,58
1621,Slither Wing,Paradox-Rift,2.5,314,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Slither-Wing-V2-PAR203,"3RD NOVEMBER, 2023",93.0,"4,32 €","3,90 €","3,43 €",PAR 203,PAR,203
1622,Garchomp ex,Paradox-Rift,0.8,573,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Garchomp-ex-V1-PAR038,"3RD NOVEMBER, 2023",,,,,PAR 038,PAR,38
1628,Gholdengo ex,Paradox-Rift,12.0,185,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Gholdengo-ex-V3-PAR252,"3RD NOVEMBER, 2023",,"17,20 €","17,33 €","16,09 €",PAR 252,PAR,252
1630,Garchomp ex,Paradox-Rift,5.2,293,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Garchomp-ex-V4-PAR260,"3RD NOVEMBER, 2023",,"9,77 €","8,93 €","7,72 €",PAR 260,PAR,260
1635,Professor Sada's Vitality,Paradox-Rift,7.99,341,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Professor-Sadas-Vitality-V3-PAR256,"3RD NOVEMBER, 2023",,"10,09 €","14,44 €","10,25 €",PAR 256,PAR,256
1636,Garganacl,Paradox-Rift,1.3,388,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Garganacl-V2-PAR202,"3RD NOVEMBER, 2023",0.0,"2,62 €","2,62 €","2,33 €",PAR 202,PAR,202
1641,Roaring Moon ex,Paradox-Rift,4.49,404,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Roaring-Moon-ex-V4-PAR262,"3RD NOVEMBER, 2023",,"7,11 €","5,84 €","5,93 €",PAR 262,PAR,262
1646,Tulip,Paradox-Rift,4.0,373,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Tulip-V3-PAR259,"3RD NOVEMBER, 2023",,"5,66 €","6,05 €","5,56 €",PAR 259,PAR,259
1648,Professor Turo's Scenario,Paradox-Rift,5.5,313,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Professor-Turos-Scenario-V3-PAR257,"3RD NOVEMBER, 2023",,"7,11 €","7,44 €","7,12 €",PAR 257,PAR,257
1649,Tapu Koko ex,Paradox-Rift,7.95,252,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Tapu-Koko-ex-V3-PAR247,"3RD NOVEMBER, 2023",,"11,62 €","10,69 €","10,32 €",PAR 247,PAR,247
1651,Iron Valiant ex,Paradox-Rift,3.0,449,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Iron-Valiant-ex-V4-PAR261,"3RD NOVEMBER, 2023",,"4,43 €","4,28 €","4,24 €",PAR 261,PAR,261
1652,Luxurious Cape,Paradox-Rift,2.0,387,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Luxurious-Cape-V2-PAR265,"3RD NOVEMBER, 2023",,"3,04 €","2,65 €","3,24 €",PAR 265,PAR,265
1653,Altaria ex,Paradox-Rift,23.99,194,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Altaria-ex-V3-PAR253,"3RD NOVEMBER, 2023",,"31,40 €","30,17 €","30,31 €",PAR 253,PAR,253
1654,Iron Moth,Paradox-Rift,1.75,311,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Iron-Moth-V2-PAR187,"3RD NOVEMBER, 2023",0.0,"3,47 €","3,54 €","3,34 €",PAR 187,PAR,187
1657,Reversal Energy,Paradox-Rift,1.99,422,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Reversal-Energy-PAR266,"3RD NOVEMBER, 2023",,"3,14 €","2,55 €","3,38 €",PAR 266,PAR,266
1661,Counter Catcher,Paradox-Rift,5.0,278,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Counter-Catcher-V2-PAR264,"3RD NOVEMBER, 2023",,"6,76 €","8,92 €","6,48 €",PAR 264,PAR,264
1665,Sandy Shocks ex,Paradox-Rift,4.0,329,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Sandy-Shocks-ex-V3-PAR250,"3RD NOVEMBER, 2023",,"5,63 €","6,71 €","6,55 €",PAR 250,PAR,250
1667,Dottler,Paradox-Rift,1.3,380,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Dottler-V2-PAR184,"3RD NOVEMBER, 2023",0.0,"2,92 €","2,82 €","2,32 €",PAR 184,PAR,184
1668,Iron Valiant ex,Paradox-Rift,17.95,238,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Iron-Valiant-ex-V3-PAR249,"3RD NOVEMBER, 2023",,"23,21 €","20,55 €","20,86 €",PAR 249,PAR,249
1670,Roaring Moon ex,Paradox-Rift,28.0,226,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Roaring-Moon-ex-V3-PAR251,"3RD NOVEMBER, 2023",,"51,57 €","45,61 €","45,77 €",PAR 251,PAR,251
1672,Beach Court,Paradox-Rift,2.24,408,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Beach-Court-PAR263,"3RD NOVEMBER, 2023",,"3,28 €","4,10 €","2,96 €",PAR 263,PAR,263
1681,Brute Bonnet,Paradox-Rift,2.89,207,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Brute-Bonnet-V2-PAR207,"3RD NOVEMBER, 2023",63.0,"4,52 €","4,43 €","4,42 €",PAR 207,PAR,207
1687,Garchomp ex,Paradox-Rift,14.95,225,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Garchomp-ex-V3-PAR245,"3RD NOVEMBER, 2023",,"19,28 €","17,88 €","16,97 €",PAR 245,PAR,245
1689,Gholdengo ex,Paradox-Rift,2.8,143,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Gholdengo-ex-V2-PAR231,"3RD NOVEMBER, 2023",41.0,"7,01 €","7,36 €","5,85 €",PAR 231,PAR,231
1690,Rika,Paradox-Rift,4.39,329,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Rika-V3-PAR258,"3RD NOVEMBER, 2023",,"5,42 €","5,97 €","5,32 €",PAR 258,PAR,258
1702,Mela,Paradox-Rift,3.5,356,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Mela-V3-PAR254,"3RD NOVEMBER, 2023",,"6,03 €","8,32 €","6,30 €",PAR 254,PAR,254
1706,Aegislash,Paradox-Rift,2.6,278,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Aegislash-V2-PAR210,"3RD NOVEMBER, 2023",0.0,"4,74 €","3,95 €","3,97 €",PAR 210,PAR,210
1707,Golisopod ex,Paradox-Rift,7.5,287,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Golisopod-ex-V3-PAR246,"3RD NOVEMBER, 2023",,"10,56 €","10,89 €","10,24 €",PAR 246,PAR,246
1709,Swablu,Paradox-Rift,3.0,266,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Swablu-V2-PAR213,"3RD NOVEMBER, 2023",0.0,"6,18 €","6,04 €","5,52 €",PAR 213,PAR,213
1717,Snorunt,Paradox-Rift,2.95,249,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Snorunt-V2-PAR188,"3RD NOVEMBER, 2023",0.0,"5,34 €","4,60 €","4,45 €",PAR 188,PAR,188
1721,Gimmighoul,Paradox-Rift,2.9,230,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Gimmighoul-V2-PAR198,"3RD NOVEMBER, 2023",15.0,"5,60 €","5,57 €","5,39 €",PAR 198,PAR,198
1742,Blitzle,Paradox-Rift,2.19,230,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Blitzle-V2-PAR195,"3RD NOVEMBER, 2023",0.0,"4,37 €","3,89 €","3,92 €",PAR 195,PAR,195
1743,Iron Hands ex,Paradox-Rift,13.95,242,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Iron-Hands-ex-V3-PAR248,"3RD NOVEMBER, 2023",,"17,01 €","16,21 €","15,99 €",PAR 248,PAR,248
1755,Iron Jugulis,Paradox-Rift,2.1,268,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Iron-Jugulis-V2-PAR216,"3RD NOVEMBER, 2023",0.0,"4,13 €","4,29 €","4,03 €",PAR 216,PAR,216
1756,Mantyke,Paradox-Rift,3.5,190,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Mantyke-V2-PAR189,"3RD NOVEMBER, 2023",0.0,"6,32 €","6,48 €","5,84 €",PAR 189,PAR,189
1758,Professor Turo's Scenario,Paradox-Rift,3.5,268,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Professor-Turos-Scenario-V2-PAR240,"3RD NOVEMBER, 2023",239.0,"4,68 €","5,48 €","4,76 €",PAR 240,PAR,240
1761,Parasol Lady,Paradox-Rift,9.0,296,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Parasol-Lady-V3-PAR255,"3RD NOVEMBER, 2023",,"13,47 €","15,12 €","14,10 €",PAR 255,PAR,255
1770,Crustle,Paradox-Rift,1.49,361,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Crustle-V2-PAR183,"3RD NOVEMBER, 2023",0.0,"2,40 €","2,15 €","2,38 €",PAR 183,PAR,183
1774,Yveltal,Paradox-Rift,8.0,184,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Yveltal-V2-PAR205,"3RD NOVEMBER, 2023",0.0,"11,48 €","12,09 €","12,52 €",PAR 205,PAR,205
1776,Plusle,Paradox-Rift,7.5,122,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Plusle-V2-PAR193,"3RD NOVEMBER, 2023",0.0,"12,80 €","11,38 €","10,86 €",PAR 193,PAR,193
1777,Garchomp ex,Paradox-Rift,4.0,357,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Garchomp-ex-V2-PAR219,"3RD NOVEMBER, 2023",0.0,"5,81 €","6,42 €","6,04 €",PAR 219,PAR,219
1780,Minun,Paradox-Rift,7.4,134,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Minun-V2-PAR194,"3RD NOVEMBER, 2023",0.0,"11,84 €","11,08 €","10,92 €",PAR 194,PAR,194
1781,Cyclizar,Paradox-Rift,1.99,321,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Cyclizar-V2-PAR215,"3RD NOVEMBER, 2023",0.0,"3,02 €","3,30 €","3,22 €",PAR 215,PAR,215
1782,Shauntal,Paradox-Rift,1.0,442,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Shauntal-V2-PAR243,"3RD NOVEMBER, 2023",0.0,"2,47 €","2,41 €","2,53 €",PAR 243,PAR,243
1787,Porygon-Z,Paradox-Rift,3.0,238,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Porygon-Z-V2-PAR214,"3RD NOVEMBER, 2023",0.0,"5,55 €","5,36 €","5,01 €",PAR 214,PAR,214
1796,Rika,Paradox-Rift,1.49,398,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Rika-V2-PAR241,"3RD NOVEMBER, 2023",1.0,"2,49 €","2,28 €","2,47 €",PAR 241,PAR,241
1800,Veluza,Paradox-Rift,2.5,264,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Veluza-V2-PAR192,"3RD NOVEMBER, 2023",0.0,"3,66 €","3,88 €","3,62 €",PAR 192,PAR,192
1805,Minior,Paradox-Rift,3.0,244,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Minior-V2-PAR201,"3RD NOVEMBER, 2023",6.0,"4,71 €","4,78 €","4,75 €",PAR 201,PAR,201
1810,Iron Hands ex,Paradox-Rift,6.8,287,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Iron-Hands-ex-V2-PAR223,"3RD NOVEMBER, 2023",116.0,"8,93 €","9,00 €","9,08 €",PAR 223,PAR,223
1811,Toedscruel,Paradox-Rift,2.0,274,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Toedscruel-V2-PAR185,"3RD NOVEMBER, 2023",5.0,"3,57 €","3,57 €","3,43 €",PAR 185,PAR,185
1812,Larry,Paradox-Rift,1.0,405,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Larry-V2-PAR235,"3RD NOVEMBER, 2023",0.0,"2,23 €","2,51 €","2,31 €",PAR 235,PAR,235
1813,Mienshao,Paradox-Rift,2.49,197,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Mienshao-V2-PAR200,"3RD NOVEMBER, 2023",0.0,"4,81 €","5,00 €","5,04 €",PAR 200,PAR,200
1814,Professor Sada's Vitality,Paradox-Rift,6.0,237,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Professor-Sadas-Vitality-V2-PAR239,"3RD NOVEMBER, 2023",173.0,"7,94 €","10,79 €","9,03 €",PAR 239,PAR,239
1818,Roark,Paradox-Rift,0.5,410,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Roark-V2-PAR242,"3RD NOVEMBER, 2023",0.0,"1,80 €","1,00 €","2,04 €",PAR 242,PAR,242
1819,Tulip,Paradox-Rift,1.9,362,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Tulip-V2-PAR244,"3RD NOVEMBER, 2023",0.0,"3,06 €","2,62 €","2,59 €",PAR 244,PAR,244
1822,Vanillish,Paradox-Rift,3.49,161,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Vanillish-V2-PAR190,"3RD NOVEMBER, 2023",0.0,"6,64 €","6,14 €","6,29 €",PAR 190,PAR,190
1823,Froslass ex,Paradox-Rift,1.6,384,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Froslass-ex-V2-PAR217,"3RD NOVEMBER, 2023",0.0,"2,72 €","2,93 €","2,69 €",PAR 217,PAR,217
1824,Mela,Paradox-Rift,2.0,348,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Mela-V2-PAR236,"3RD NOVEMBER, 2023",8.0,"3,85 €","3,18 €","3,67 €",PAR 236,PAR,236
1826,Groudon,Paradox-Rift,49.98,160,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Groudon-V2-PAR199,"3RD NOVEMBER, 2023",1.0,"69,76 €","64,79 €","66,00 €",PAR 199,PAR,199
1827,Garbodor,Paradox-Rift,3.0,203,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Garbodor-V2-PAR204,"3RD NOVEMBER, 2023",0.0,"5,39 €","5,45 €","5,10 €",PAR 204,PAR,204
1831,Magby,Paradox-Rift,6.0,162,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Magby-V2-PAR186,"3RD NOVEMBER, 2023",0.0,"9,67 €","9,66 €","8,72 €",PAR 186,PAR,186
1832,Wimpod,Paradox-Rift,2.9,173,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Wimpod-V2-PAR191,"3RD NOVEMBER, 2023",0.0,"5,37 €","4,69 €","4,49 €",PAR 191,PAR,191
1833,Joltik,Paradox-Rift,2.49,193,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Joltik-V2-PAR196,"3RD NOVEMBER, 2023",0.0,"6,05 €","5,25 €","5,19 €",PAR 196,PAR,196
1834,Maushold ex,Paradox-Rift,2.2,274,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Maushold-ex-V2-PAR233,"3RD NOVEMBER, 2023",0.0,"3,96 €","3,95 €","3,81 €",PAR 233,PAR,233
1837,Tsareena ex,Paradox-Rift,2.45,308,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Tsareena-ex-V2-PAR220,"3RD NOVEMBER, 2023",0.0,"4,20 €","4,06 €","3,93 €",PAR 220,PAR,220
1840,Hoopa ex,Paradox-Rift,1.88,326,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Hoopa-ex-V2-PAR226,"3RD NOVEMBER, 2023",0.0,"3,62 €","3,67 €","3,64 €",PAR 226,PAR,226
1845,Ferrothorn,Paradox-Rift,2.1,272,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Ferrothorn-V2-PAR209,"3RD NOVEMBER, 2023",0.0,"4,36 €","4,21 €","3,80 €",PAR 209,PAR,209
1846,Golisopod ex,Paradox-Rift,0.9,318,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Golisopod-ex-V2-PAR221,"3RD NOVEMBER, 2023",0.0,"2,92 €","2,56 €","2,66 €",PAR 221,PAR,221
1847,Toxtricity ex,Paradox-Rift,1.9,347,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Toxtricity-ex-V2-PAR227,"3RD NOVEMBER, 2023",0.0,"3,12 €","3,08 €","3,02 €",PAR 227,PAR,227
1849,Altaria ex,Paradox-Rift,2.2,304,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Altaria-ex-V2-PAR232,"3RD NOVEMBER, 2023",0.0,"3,84 €","3,22 €","3,49 €",PAR 232,PAR,232
1851,Sandy Shocks ex,Paradox-Rift,2.0,346,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Sandy-Shocks-ex-V2-PAR228,"3RD NOVEMBER, 2023",0.0,"3,12 €","3,21 €","3,06 €",PAR 228,PAR,228
1853,Aipom,Paradox-Rift,2.9,212,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Aipom-V2-PAR211,"3RD NOVEMBER, 2023",0.0,"4,82 €","4,92 €","4,57 €",PAR 211,PAR,211
1854,Parasol Lady,Paradox-Rift,2.5,341,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Parasol-Lady-V2-PAR238,"3RD NOVEMBER, 2023",0.0,"4,88 €","6,47 €","5,02 €",PAR 238,PAR,238
1855,Aegislash ex,Paradox-Rift,1.0,346,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Aegislash-ex-V2-PAR230,"3RD NOVEMBER, 2023",0.0,"2,16 €","2,25 €","2,37 €",PAR 230,PAR,230
1857,Steelix,Paradox-Rift,11.5,192,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Steelix-V2-PAR208,"3RD NOVEMBER, 2023",0.0,"20,15 €","18,10 €","20,40 €",PAR 208,PAR,208
1858,Cofagrigus ex,Paradox-Rift,1.5,296,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Cofagrigus-ex-V2-PAR224,"3RD NOVEMBER, 2023",0.0,"2,29 €","2,57 €","2,84 €",PAR 224,PAR,224
1859,Armarouge ex,Paradox-Rift,1.9,305,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Armarouge-ex-V2-PAR218,"3RD NOVEMBER, 2023",0.0,"4,02 €","3,51 €","3,46 €",PAR 218,PAR,218
1860,Roaring Moon ex,Paradox-Rift,3.9,350,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Roaring-Moon-ex-V2-PAR229,"3RD NOVEMBER, 2023",44.0,"5,85 €","6,40 €","5,90 €",PAR 229,PAR,229
1861,Espathra,Paradox-Rift,3.5,188,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Espathra-V2-PAR197,"3RD NOVEMBER, 2023",0.0,"5,48 €","5,22 €","5,85 €",PAR 197,PAR,197
1862,Morpeko,Paradox-Rift,6.95,173,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Morpeko-V2-PAR206,"3RD NOVEMBER, 2023",2.0,"11,02 €","11,67 €","10,90 €",PAR 206,PAR,206
1863,Loudred,Paradox-Rift,2.0,184,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Loudred-V2-PAR212,"3RD NOVEMBER, 2023",0.0,"6,96 €","6,58 €","6,56 €",PAR 212,PAR,212
1864,Bombirdier ex,Paradox-Rift,1.6,350,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Bombirdier-ex-V2-PAR234,"3RD NOVEMBER, 2023",0.0,"2,23 €","2,21 €","2,54 €",PAR 234,PAR,234
1865,Iron Valiant ex,Paradox-Rift,2.5,354,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Iron-Valiant-ex-V2-PAR225,"3RD NOVEMBER, 2023",3.0,"4,35 €","4,66 €","4,52 €",PAR 225,PAR,225
1866,Norman,Paradox-Rift,1.0,358,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Norman-V2-PAR237,"3RD NOVEMBER, 2023",0.0,"2,47 €","1,75 €","1,93 €",PAR 237,PAR,237
1867,Tapu Koko ex,Paradox-Rift,2.0,326,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paradox-Rift/Tapu-Koko-ex-V2-PAR222,"3RD NOVEMBER, 2023",0.0,"2,84 €","2,71 €","2,74 €",PAR 222,PAR,222
1906,Mew ex,151,4.7,642,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Mew-ex-V1-MEW151,"22ND SEPTEMBER, 2023",,,,,MEW 151,MEW,151
1908,Ninetales ex,151,0.6,1116,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Ninetales-ex-V1-MEW038,"22ND SEPTEMBER, 2023",,,,,MEW 038,MEW,38
1909,Blastoise ex,151,1.6,872,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Blastoise-ex-V1-MEW009,"22ND SEPTEMBER, 2023",,,,,MEW 009,MEW,9
1913,Charizard ex,151,4.5,590,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Charizard-ex-V1-MEW006,"22ND SEPTEMBER, 2023",,,,,MEW 006,MEW,6
1917,Golem ex,151,0.5,983,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Golem-ex-V1-MEW076,"22ND SEPTEMBER, 2023",,,,,MEW 076,MEW,76
1919,Venusaur ex,151,1.4,845,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Venusaur-ex-V1-MEW003,"22ND SEPTEMBER, 2023",,,,,MEW 003,MEW,3
1920,Kangaskhan ex,151,0.5,977,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Kangaskhan-ex-V1-MEW115,"22ND SEPTEMBER, 2023",,,,,MEW 115,MEW,115
