Index,Name,Expansion,Min price,Exemplaires en vente,Rareté,mkm_url,expansion_release_date,Tournament_last_month,Price trend,Price 7 days,Price 30 days,Code,Expansion_code,Number_code
1929,Zapdos ex,151,0.5,762,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Zapdos-ex-V1-MEW145,"22ND SEPTEMBER, 2023",,,,,MEW 145,MEW,145
1935,Alakazam ex,151,0.9,645,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Alakazam-ex-V1-MEW065,"22ND SEPTEMBER, 2023",,,,,MEW 065,MEW,65
1937,Jynx ex,151,0.69,613,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Jynx-ex-V1-MEW124,"22ND SEPTEMBER, 2023",,,,,MEW 124,MEW,124
1941,Arbok ex,151,0.9,638,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Arbok-ex-V1-MEW024,"22ND SEPTEMBER, 2023",,,,,MEW 024,MEW,24
2055,Switch,151,3.0,627,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Switch-MEW206,"22ND SEPTEMBER, 2023",,"4,59 €","5,56 €","4,73 €",MEW 206,MEW,206
2067,Basic Psychic Energy,151,3.25,481,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Basic-Psychic-Energy-MEW207,"22ND SEPTEMBER, 2023",,"5,03 €","4,70 €","4,93 €",MEW 207,MEW,207
2068,Mew ex,151,8.9,575,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Mew-ex-V3-MEW205,"22ND SEPTEMBER, 2023",,"12,27 €","11,17 €","12,78 €",MEW 205,MEW,205
2071,Nidoking,151,7.99,418,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Nidoking-V2-MEW174,"22ND SEPTEMBER, 2023",0.0,"11,17 €","11,02 €","10,94 €",MEW 174,MEW,174
2073,Caterpie,151,8.0,336,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Caterpie-V2-MEW172,"22ND SEPTEMBER, 2023",0.0,"10,82 €","10,61 €","10,35 €",MEW 172,MEW,172
2075,Poliwhirl,151,13.99,316,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Poliwhirl-V2-MEW176,"22ND SEPTEMBER, 2023",0.0,"16,07 €","15,97 €","16,82 €",MEW 176,MEW,176
2076,Wartortle,151,12.0,286,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Wartortle-V2-MEW171,"22ND SEPTEMBER, 2023",0.0,"29,23 €","29,41 €","27,91 €",MEW 171,MEW,171
2077,Omanyte,151,6.49,388,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Omanyte-V2-MEW180,"22ND SEPTEMBER, 2023",0.0,"8,74 €","9,14 €","8,70 €",MEW 180,MEW,180
2078,Psyduck,151,13.0,229,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Psyduck-V2-MEW175,"22ND SEPTEMBER, 2023",0.0,"16,51 €","17,29 €","15,72 €",MEW 175,MEW,175
2079,Machoke,151,9.0,341,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Machoke-V2-MEW177,"22ND SEPTEMBER, 2023",0.0,"12,26 €","11,88 €","11,36 €",MEW 177,MEW,177
2080,Blastoise ex,151,54.95,286,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Blastoise-ex-V3-MEW200,"22ND SEPTEMBER, 2023",,"66,89 €","66,62 €","65,31 €",MEW 200,MEW,200
2081,Pikachu,151,20.0,299,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Pikachu-V2-MEW173,"22ND SEPTEMBER, 2023",0.0,"27,75 €","30,07 €","28,07 €",MEW 173,MEW,173
2082,Giovanni's Charisma,151,7.0,329,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Giovannis-Charisma-V2-MEW197,"22ND SEPTEMBER, 2023",2.0,"8,85 €","9,70 €","8,91 €",MEW 197,MEW,197
2083,Ivysaur,151,19.95,291,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Ivysaur-V2-MEW167,"22ND SEPTEMBER, 2023",0.0,"29,48 €","29,41 €","28,79 €",MEW 167,MEW,167
2084,Tangela,151,7.0,353,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Tangela-V2-MEW178,"22ND SEPTEMBER, 2023",0.0,"9,76 €","9,42 €","9,16 €",MEW 178,MEW,178
2085,Erika's Invitation,151,9.7,420,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Erikas-Invitation-V2-MEW196,"22ND SEPTEMBER, 2023",33.0,"12,02 €","11,86 €","12,50 €",MEW 196,MEW,196
2086,Charmander,151,25.0,223,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Charmander-V2-MEW168,"22ND SEPTEMBER, 2023",123.0,"51,60 €","51,29 €","48,35 €",MEW 168,MEW,168
2087,Charmeleon,151,25.98,288,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Charmeleon-V2-MEW169,"22ND SEPTEMBER, 2023",3.0,"34,22 €","38,35 €","32,43 €",MEW 169,MEW,169
2088,Bulbasaur,151,25.0,269,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Bulbasaur-V2-MEW166,"22ND SEPTEMBER, 2023",0.0,"36,23 €","36,71 €","34,76 €",MEW 166,MEW,166
2089,Squirtle,151,25.0,268,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Squirtle-V2-MEW170,"22ND SEPTEMBER, 2023",0.0,"36,29 €","36,24 €","34,96 €",MEW 170,MEW,170
2090,Mr. Mime,151,5.0,392,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Mr-Mime-V2-MEW179,"22ND SEPTEMBER, 2023",0.0,"8,91 €","8,61 €","8,48 €",MEW 179,MEW,179
2091,Venusaur ex,151,55.0,310,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Venusaur-ex-V3-MEW198,"22ND SEPTEMBER, 2023",,"68,58 €","67,76 €","64,56 €",MEW 198,MEW,198
2092,Giovanni's Charisma,151,11.0,314,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Giovannis-Charisma-V3-MEW204,"22ND SEPTEMBER, 2023",,"15,37 €","14,45 €","15,19 €",MEW 204,MEW,204
2093,Bill's Transfer,151,4.7,354,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Bills-Transfer-V2-MEW194,"22ND SEPTEMBER, 2023",0.0,"7,45 €","8,37 €","7,36 €",MEW 194,MEW,194
2094,Dragonair,151,22.0,251,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Dragonair-V2-MEW181,"22ND SEPTEMBER, 2023",0.0,"28,57 €","27,59 €","26,85 €",MEW 181,MEW,181
2095,Alakazam ex,151,34.99,280,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Alakazam-ex-V3-MEW201,"22ND SEPTEMBER, 2023",,"44,96 €","44,52 €","44,96 €",MEW 201,MEW,201
2096,Jynx ex,151,10.0,317,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Jynx-ex-V2-MEW191,"22ND SEPTEMBER, 2023",0.0,"14,08 €","13,57 €","14,29 €",MEW 191,MEW,191
2097,Daisy's Help,151,3.98,388,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Daisys-Help-V2-MEW195,"22ND SEPTEMBER, 2023",0.0,"6,51 €","7,05 €","6,34 €",MEW 195,MEW,195
2098,Alakazam ex,151,10.0,310,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Alakazam-ex-V2-MEW188,"22ND SEPTEMBER, 2023",0.0,"17,25 €","16,81 €","16,73 €",MEW 188,MEW,188
2099,Venusaur ex,151,19.0,317,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Venusaur-ex-V2-MEW182,"22ND SEPTEMBER, 2023",0.0,"31,38 €","30,24 €","26,99 €",MEW 182,MEW,182
2100,Kangaskhan ex,151,10.31,326,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Kangaskhan-ex-V2-MEW190,"22ND SEPTEMBER, 2023",0.0,"15,60 €","15,12 €","14,87 €",MEW 190,MEW,190
2101,Erika's Invitation,151,16.99,434,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Erikas-Invitation-V3-MEW203,"22ND SEPTEMBER, 2023",,"20,66 €","18,96 €","20,85 €",MEW 203,MEW,203
2102,Charizard ex,151,159.99,316,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Charizard-ex-V3-MEW199,"22ND SEPTEMBER, 2023",,"197,75 €","190,25 €","200,16 €",MEW 199,MEW,199
2103,Wigglytuff ex,151,9.9,319,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Wigglytuff-ex-V2-MEW187,"22ND SEPTEMBER, 2023",0.0,"14,83 €","14,40 €","14,27 €",MEW 187,MEW,187
2104,Golem ex,151,10.95,305,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Golem-ex-V2-MEW189,"22ND SEPTEMBER, 2023",0.0,"14,29 €","14,67 €","14,95 €",MEW 189,MEW,189
2105,Ninetales ex,151,15.0,299,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Ninetales-ex-V2-MEW186,"22ND SEPTEMBER, 2023",0.0,"20,36 €","19,85 €","20,62 €",MEW 186,MEW,186
2106,Blastoise ex,151,17.75,324,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Blastoise-ex-V2-MEW184,"22ND SEPTEMBER, 2023",0.0,"29,36 €","29,01 €","28,59 €",MEW 184,MEW,184
2108,Zapdos ex,151,45.0,313,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Zapdos-ex-V3-MEW202,"22ND SEPTEMBER, 2023",,"60,18 €","63,33 €","60,81 €",MEW 202,MEW,202
2109,Mew ex,151,22.0,307,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Mew-ex-V2-MEW193,"22ND SEPTEMBER, 2023",212.0,"26,91 €","32,38 €","25,97 €",MEW 193,MEW,193
2110,Zapdos ex,151,13.99,334,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Zapdos-ex-V2-MEW192,"22ND SEPTEMBER, 2023",0.0,"18,84 €","17,07 €","18,34 €",MEW 192,MEW,192
2111,Arbok ex,151,11.89,319,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Arbok-ex-V2-MEW185,"22ND SEPTEMBER, 2023",0.0,"14,97 €","14,40 €","15,37 €",MEW 185,MEW,185
2112,Charizard ex,151,39.99,335,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Charizard-ex-V2-MEW183,"22ND SEPTEMBER, 2023",0.0,"54,55 €","44,80 €","54,98 €",MEW 183,MEW,183
2114,Charmeleon,151,2.4,121,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Charmeleon-V5-MEW005,"22ND SEPTEMBER, 2023",,,,,MEW 005,MEW,5
2116,Charmander,151,4.0,121,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Charmander-V5-MEW004,"22ND SEPTEMBER, 2023",,,,,MEW 004,MEW,4
2117,Pikachu,151,6.65,60,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Pikachu-V3-MEW025,"22ND SEPTEMBER, 2023",,,,,MEW 025,MEW,25
2119,Eevee,151,19.99,42,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Eevee-V2-MEW133,"22ND SEPTEMBER, 2023",,,,,MEW 133,MEW,133
2121,Bulbasaur,151,31.45,11,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Bulbasaur-V3-MEW001,"22ND SEPTEMBER, 2023",,,,,MEW 001,MEW,1
2124,Charmander,151,64.0,12,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Charmander-V3-MEW004,"22ND SEPTEMBER, 2023",,,,,MEW 004,MEW,4
2126,Squirtle,151,79.0,38,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Squirtle-V3-MEW007,"22ND SEPTEMBER, 2023",,,,,MEW 007,MEW,7
2129,Charmander,151,158.88,10,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Charmander-V4-MEW004,"22ND SEPTEMBER, 2023",,,,,MEW 004,MEW,4
2130,Bulbasaur,151,6.0,186,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Bulbasaur-V4-MEW001,"22ND SEPTEMBER, 2023",,,,,MEW 001,MEW,1
2131,Charmander,151,6.0,178,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Charmander-V6-MEW004,"22ND SEPTEMBER, 2023",,,,,MEW 004,MEW,4
2132,Squirtle,151,6.0,174,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Squirtle-V4-MEW007,"22ND SEPTEMBER, 2023",,,,,MEW 007,MEW,7
2133,Pikachu,151,6.0,188,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/151/Pikachu-V4-MEW025,"22ND SEPTEMBER, 2023",,,,,MEW 025,MEW,25
2138,Pidgeot ex,Obsidian-Flames,4.0,703,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Pidgeot-ex-V1-OBF164,"11TH AUGUST, 2023",,,,,OBF 164,OBF,164
2151,Gloom,Obsidian-Flames,3.39,295,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Gloom-V2-OBF198,"11TH AUGUST, 2023",0.0,"5,49 €","5,08 €","4,80 €",OBF 198,OBF,198
2153,Cleffa,Obsidian-Flames,6.5,305,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Cleffa-V2-OBF202,"11TH AUGUST, 2023",194.0,"8,80 €","8,75 €","8,44 €",OBF 202,OBF,202
2155,Ninetales,Obsidian-Flames,8.0,327,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Ninetales-V2-OBF199,"11TH AUGUST, 2023",0.0,"15,01 €","15,51 €","12,92 €",OBF 199,OBF,199
2156,Charizard ex,Obsidian-Flames,2.25,1295,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Charizard-ex-V1-OBF125,"11TH AUGUST, 2023",,,,,OBF 125,OBF,125
2157,Pidgey,Obsidian-Flames,4.5,236,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Pidgey-V2-OBF207,"11TH AUGUST, 2023",211.0,"7,79 €","7,82 €","7,44 €",OBF 207,OBF,207
2158,Charizard ex,Obsidian-Flames,10.0,580,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Charizard-ex-V4-OBF228,"11TH AUGUST, 2023",,"20,48 €","20,54 €","20,68 €",OBF 228,OBF,228
2160,Dragonite ex,Obsidian-Flames,1.45,427,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Dragonite-ex-OBF159,"11TH AUGUST, 2023",,,,,OBF 159,OBF,159
2161,Scizor,Obsidian-Flames,3.0,411,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Scizor-V2-OBF205,"11TH AUGUST, 2023",7.0,"5,53 €","5,48 €","5,23 €",OBF 205,OBF,205
2162,Pidgeot ex,Obsidian-Flames,8.3,314,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Pidgeot-ex-V3-OBF225,"11TH AUGUST, 2023",,"13,06 €","13,23 €","12,77 €",OBF 225,OBF,225
2163,Artazon,Obsidian-Flames,0.89,757,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Artazon-OBF229,"11TH AUGUST, 2023",,"2,26 €","2,23 €","2,52 €",OBF 229,OBF,229
2164,Pidgeot ex,Obsidian-Flames,3.8,398,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Pidgeot-ex-V2-OBF217,"11TH AUGUST, 2023",211.0,"5,95 €","5,87 €","6,61 €",OBF 217,OBF,217
2165,Lechonk,Obsidian-Flames,0.9,523,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Lechonk-V2-OBF209,"11TH AUGUST, 2023",0.0,"2,45 €","2,22 €","2,06 €",OBF 209,OBF,209
2166,Absol ex,Obsidian-Flames,0.55,447,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Absol-ex-V1-OBF135,"11TH AUGUST, 2023",,,,,OBF 135,OBF,135
2168,Varoom,Obsidian-Flames,0.69,637,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Varoom-V2-OBF206,"11TH AUGUST, 2023",0.0,"1,59 €","1,41 €","1,41 €",OBF 206,OBF,206
2169,Tyranitar ex,Obsidian-Flames,0.89,531,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Tyranitar-ex-V1-OBF066,"11TH AUGUST, 2023",,,,,OBF 066,OBF,66
2170,Houndour,Obsidian-Flames,1.99,479,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Houndour-V2-OBF204,"11TH AUGUST, 2023",0.0,"2,86 €","2,79 €","2,70 €",OBF 204,OBF,204
2171,Basic Fire Energy,Obsidian-Flames,1.89,495,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Basic-Fire-Energy-OBF230,"11TH AUGUST, 2023",,"4,25 €","4,95 €","4,57 €",OBF 230,OBF,230
2172,Larvitar,Obsidian-Flames,1.0,539,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Larvitar-V2-OBF203,"11TH AUGUST, 2023",0.0,"2,28 €","2,18 €","2,12 €",OBF 203,OBF,203
2173,Bellibolt,Obsidian-Flames,0.89,553,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Bellibolt-V2-OBF201,"11TH AUGUST, 2023",0.0,"1,72 €","1,65 €","1,74 €",OBF 201,OBF,201
2174,Charizard ex,Obsidian-Flames,39.99,472,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Charizard-ex-V3-OBF223,"11TH AUGUST, 2023",,"63,92 €","64,60 €","62,67 €",OBF 223,OBF,223
2175,Pidgeotto,Obsidian-Flames,2.45,448,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Pidgeotto-V2-OBF208,"11TH AUGUST, 2023",0.0,"4,38 €","4,28 €","4,24 €",OBF 208,OBF,208
2176,Eiscue ex,Obsidian-Flames,1.97,573,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Eiscue-ex-V3-OBF222,"11TH AUGUST, 2023",,"3,24 €","3,20 €","3,11 €",OBF 222,OBF,222
2177,Palafin,Obsidian-Flames,1.4,613,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Palafin-V2-OBF200,"11TH AUGUST, 2023",0.0,"2,40 €","2,54 €","2,17 €",OBF 200,OBF,200
2178,Tyranitar ex,Obsidian-Flames,1.2,652,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Tyranitar-ex-V2-OBF211,"11TH AUGUST, 2023",0.0,"3,89 €","4,20 €","3,71 €",OBF 211,OBF,211
2179,Revavroom ex,Obsidian-Flames,1.5,601,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Revavroom-ex-V3-OBF224,"11TH AUGUST, 2023",,"2,99 €","3,10 €","2,98 €",OBF 224,OBF,224
2183,Miraidon ex,Obsidian-Flames,0.5,518,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Miraidon-ex-OBF079,"11TH AUGUST, 2023",,,,,OBF 079,OBF,79
2185,Eiscue ex,Obsidian-Flames,0.76,610,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Eiscue-ex-V2-OBF210,"11TH AUGUST, 2023",0.0,"1,68 €","1,61 €","1,68 €",OBF 210,OBF,210
2186,Houndoom ex,Obsidian-Flames,0.5,430,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Houndoom-ex-OBF134,"11TH AUGUST, 2023",,,,,OBF 134,OBF,134
2187,Victini ex,Obsidian-Flames,0.5,501,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Victini-ex-OBF033,"11TH AUGUST, 2023",,,,,OBF 033,OBF,33
2188,Charizard ex,Obsidian-Flames,7.0,624,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Charizard-ex-V2-OBF214,"11TH AUGUST, 2023",124.0,"11,18 €","11,24 €","11,44 €",OBF 215,OBF,215
2189,Absol ex,Obsidian-Flames,0.95,636,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Absol-ex-V2-OBF215,"11TH AUGUST, 2023",0.0,"2,29 €","2,17 €","2,11 €",OBF 214,OBF,214
2193,Poppy,Obsidian-Flames,0.6,708,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Poppy-V2-OBF220,"11TH AUGUST, 2023",0.0,"1,46 €","0,93 €","1,53 €",OBF 220,OBF,220
2194,Geeta,Obsidian-Flames,0.9,696,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Geeta-V2-OBF218,"11TH AUGUST, 2023",0.0,"1,63 €","1,81 €","1,63 €",OBF 218,OBF,218
2195,Vespiquen ex,Obsidian-Flames,0.5,688,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Vespiquen-ex-V2-OBF212,"11TH AUGUST, 2023",0.0,"1,65 €","1,71 €","1,58 €",OBF 212,OBF,212
2196,Ortega,Obsidian-Flames,0.75,717,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Ortega-V2-OBF219,"11TH AUGUST, 2023",0.0,"1,47 €","1,46 €","1,45 €",OBF 219,OBF,219
2198,Melmetal ex,Obsidian-Flames,0.5,460,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Melmetal-ex-OBF153,"11TH AUGUST, 2023",,,,,OBF 153,OBF,153
2199,Geeta,Obsidian-Flames,1.59,631,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Geeta-V3-OBF226,"11TH AUGUST, 2023",,"3,25 €","3,17 €","3,19 €",OBF 226,OBF,226
2203,Poppy,Obsidian-Flames,0.5,691,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Poppy-V3-OBF227,"11TH AUGUST, 2023",,"2,38 €","2,30 €","2,19 €",OBF 227,OBF,227
2373,Espeon,Obsidian-Flames,5.89,157,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Espeon-V2-OBF086,"11TH AUGUST, 2023",,,,,OBF 086,OBF,86
2379,Eiscue ex,Obsidian-Flames,2.18,91,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Eiscue-ex-V4-OBF042,"11TH AUGUST, 2023",,,,,OBF 042,OBF,42
2381,Umbreon,Obsidian-Flames,16.0,44,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Umbreon-V2-OBF130,"11TH AUGUST, 2023",,,,,OBF 130,OBF,130
2382,Dartrix,Obsidian-Flames,0.5,19,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Dartrix-V2-OBF014,"11TH AUGUST, 2023",,,,,OBF 014,OBF,14
2385,Pupitar,Obsidian-Flames,4.0,3,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Pupitar-V2-OBF106,"11TH AUGUST, 2023",,,,,OBF 106,OBF,106
2387,Larvitar,Obsidian-Flames,5.0,1,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Larvitar-V3-OBF105,"11TH AUGUST, 2023",,,,,OBF 105,OBF,105
2390,Umbreon,Obsidian-Flames,56.0,12,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Umbreon-V3-OBF130,"11TH AUGUST, 2023",,,,,OBF 130,OBF,130
2395,Steenee,Obsidian-Flames,2.0,2,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Steenee-V2-OBF017,"11TH AUGUST, 2023",,,,,OBF 017,OBF,17
2398,Umbreon,Obsidian-Flames,2.4,1419,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Umbreon-V4-OBF130,"11TH AUGUST, 2023",,,,,OBF 130,OBF,130
2414,Chien-Pao ex,Paldea-Evolved,0.6,852,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Chien-Pao-ex-V1-PAL061,"9TH JUNE, 2023",,,,,PAL 061,PAL,61
2444,Boss's Orders,Paldea-Evolved,1.5,249,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Bosss-Orders-V2-PAL248,"9TH JUNE, 2023",950.0,"5,73 €","4,61 €","5,49 €",PAL 248,PAL,248
2464,Iono,Paldea-Evolved,6.0,503,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Iono-V2-PAL254,"9TH JUNE, 2023",756.0,"9,98 €","9,25 €","9,44 €",PAL 254,PAL,254
2465,Baxcalibur,Paldea-Evolved,6.0,213,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Baxcalibur-V2-PAL210,"9TH JUNE, 2023",5.0,"8,85 €","8,29 €","8,86 €",PAL 210,PAL,210
2466,Marill,Paldea-Evolved,9.0,119,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Marill-V2-PAL204,"9TH JUNE, 2023",0.0,"14,80 €","14,70 €","14,02 €",PAL 204,PAL,204
2468,Frigibax,Paldea-Evolved,4.8,247,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Frigibax-V2-PAL208,"9TH JUNE, 2023",5.0,"6,28 €","6,38 €","6,48 €",PAL 208,PAL,208
2471,Quaquaval ex,Paldea-Evolved,3.9,356,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Quaquaval-ex-V3-PAL260,"9TH JUNE, 2023",,"7,50 €","7,49 €","7,63 €",PAL 260,PAL,260
2475,Super Rod,Paldea-Evolved,4.0,298,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Super-Rod-V2-PAL276,"9TH JUNE, 2023",,"9,86 €","10,04 €","10,10 €",PAL 276,PAL,276
