Name,Expansion,Min price,Exemplaires en vente,Rareté,mkm_url,expansion_release_date,Tournament_last_month,Price trend,Price 7 days,Price 30 days
Zoroark (SFA 032),Shrouded-Fable,"0,02 €",8635,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Zoroark-SFA032,"2ND AUGUST, 2024",,,,
Dartrix (SFA 004),Shrouded-Fable,"0,02 €",7548,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Dartrix-SFA004,"2ND AUGUST, 2024",,,,
Copperajah (SFA 042),Shrouded-Fable,"0,02 €",8812,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Copperajah-SFA042,"2ND AUGUST, 2024",,,,
Rowlet (SFA 003),Shrouded-Fable,"0,02 €",10236,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Rowlet-SFA003,"2ND AUGUST, 2024",,,,
Genesect (SFA 040),Shrouded-Fable,"0,02 €",9228,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Genesect-SFA040,"2ND AUGUST, 2024",,,,
Houndour (SFA 007),Shrouded-Fable,"0,02 €",10897,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Houndour-SFA007,"2ND AUGUST, 2024",,,,
Slither Wing (SFA 026),Shrouded-Fable,"0,02 €",9883,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Slither-Wing-SFA026,"2ND AUGUST, 2024",,,,
Varoom (SFA 043),Shrouded-Fable,"0,02 €",10936,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Varoom-SFA043,"2ND AUGUST, 2024",,,,
Crobat (SFA 029),Shrouded-Fable,"0,02 €",9433,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Crobat-SFA029,"2ND AUGUST, 2024",,,,
Yveltal (SFA 035),Shrouded-Fable,"0,02 €",9139,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Yveltal-SFA035,"2ND AUGUST, 2024",,,,
Colress's Tenacity (SFA 087),Shrouded-Fable,"2,00 €",363,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Colresss-Tenacity-V2-SFA087,"2ND AUGUST, 2024",109.0,"3,82 €","3,31 €","4,02 €"
Galvantula (SFA 002),Shrouded-Fable,"0,02 €",9866,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Galvantula-SFA002,"2ND AUGUST, 2024",,,,
Cassiopeia (SFA 056),Shrouded-Fable,"0,02 €",11173,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Cassiopeia-V1-SFA056,"2ND AUGUST, 2024",,,,
Decidueye (SFA 005),Shrouded-Fable,"0,02 €",9862,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Decidueye-SFA005,"2ND AUGUST, 2024",,,,
Iron Moth (SFA 009),Shrouded-Fable,"0,02 €",9282,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Iron-Moth-SFA009,"2ND AUGUST, 2024",,,,
Xerosic's Machinations (SFA 089),Shrouded-Fable,"1,90 €",459,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Xerosics-Machinations-V2-SFA089,"2ND AUGUST, 2024",45.0,"2,84 €","2,40 €","2,94 €"
Pecharunt ex (SFA 085),Shrouded-Fable,"2,19 €",497,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Pecharunt-ex-V2-SFA085,"2ND AUGUST, 2024",90.0,"2,85 €","3,20 €","3,00 €"
Zubat (SFA 027),Shrouded-Fable,"0,02 €",10204,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Zubat-SFA027,"2ND AUGUST, 2024",,,,
Seadra (SFA 011),Shrouded-Fable,"0,02 €",8456,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Seadra-V1-SFA011,"2ND AUGUST, 2024",,,,
Axew (SFA 044),Shrouded-Fable,"0,02 €",10786,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Axew-SFA044,"2ND AUGUST, 2024",,,,
Stufful (SFA 052),Shrouded-Fable,"0,02 €",9462,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Stufful-SFA052,"2ND AUGUST, 2024",,,,
Joltik (SFA 001),Shrouded-Fable,"0,02 €",10773,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Joltik-SFA001,"2ND AUGUST, 2024",,,,
Houndoom (SFA 008),Shrouded-Fable,"0,02 €",8321,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Houndoom-V1-SFA008,"2ND AUGUST, 2024",,,,
Horsea (SFA 010),Shrouded-Fable,"0,02 €",10527,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Horsea-V1-SFA010,"2ND AUGUST, 2024",,,,
Golbat (SFA 028),Shrouded-Fable,"0,02 €",8519,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Golbat-SFA028,"2ND AUGUST, 2024",,,,
Absol (SFA 030),Shrouded-Fable,"0,02 €",8289,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Absol-SFA030,"2ND AUGUST, 2024",,,,
Janine's Secret Art (SFA 088),Shrouded-Fable,"1,99 €",489,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Janines-Secret-Art-V2-SFA088,"2ND AUGUST, 2024",0.0,"3,46 €","2,79 €","3,03 €"
Drowzee (SFA 016),Shrouded-Fable,"0,02 €",8498,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Drowzee-SFA016,"2ND AUGUST, 2024",,,,
Cassiopeia (SFA 086),Shrouded-Fable,"1,00 €",519,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Cassiopeia-V2-SFA086,"2ND AUGUST, 2024",1.0,"3,33 €","3,06 €","3,12 €"
Meowth (SFA 048),Shrouded-Fable,"0,02 €",8924,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Meowth-SFA048,"2ND AUGUST, 2024",,,,
Okidogi ex (SFA 082),Shrouded-Fable,"0,70 €",504,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Okidogi-ex-V2-SFA082,"2ND AUGUST, 2024",0.0,"2,69 €","2,64 €","2,57 €"
Malamar (SFA 034),Shrouded-Fable,"0,02 €",9721,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Malamar-SFA034,"2ND AUGUST, 2024",,,,
Weavile (SFA 014),Shrouded-Fable,"0,02 €",10158,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Weavile-SFA014,"2ND AUGUST, 2024",,,,
Persian (SFA 049),Shrouded-Fable,"0,02 €",9110,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Persian-V1-SFA049,"2ND AUGUST, 2024",,,,
Okidogi (SFA 074),Shrouded-Fable,"5,00 €",305,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Okidogi-V2-SFA074,"2ND AUGUST, 2024",,,,
Cufant (SFA 041),Shrouded-Fable,"0,02 €",9154,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Cufant-V1-SFA041,"2ND AUGUST, 2024",,,,
Dusclops (SFA 069),Shrouded-Fable,"9,00 €",179,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Dusclops-V2-SFA069,"2ND AUGUST, 2024",,,,
Hypno (SFA 017),Shrouded-Fable,"0,02 €",9289,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Hypno-SFA017,"2ND AUGUST, 2024",,,,
Fraxure (SFA 045),Shrouded-Fable,"0,02 €",9187,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Fraxure-V1-SFA045,"2ND AUGUST, 2024",,,,
Kingdra ex (SFA 080),Shrouded-Fable,"1,85 €",547,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Kingdra-ex-V2-SFA080,"2ND AUGUST, 2024",0.0,"3,20 €","3,09 €","3,19 €"
Duskull (SFA 068),Shrouded-Fable,"15,99 €",180,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Duskull-V2-SFA068,"2ND AUGUST, 2024",,,,
Munkidori ex (SFA 083),Shrouded-Fable,"1,00 €",603,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Munkidori-ex-V2-SFA083,"2ND AUGUST, 2024",0.0,"2,33 €","2,21 €","2,68 €"
Sneasel (SFA 013),Shrouded-Fable,"0,02 €",9289,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Sneasel-SFA013,"2ND AUGUST, 2024",,,,
Dusknoir (SFA 070),Shrouded-Fable,"12,00 €",186,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Dusknoir-V2-SFA070,"2ND AUGUST, 2024",,,,
Zorua (SFA 075),Shrouded-Fable,"6,50 €",316,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Zorua-V2-SFA075,"2ND AUGUST, 2024",,,,
Inkay (SFA 033),Shrouded-Fable,"0,02 €",8745,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Inkay-SFA033,"2ND AUGUST, 2024",,,,
Furfrou (SFA 051),Shrouded-Fable,"0,02 €",9178,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Furfrou-SFA051,"2ND AUGUST, 2024",,,,
Zorua (SFA 031),Shrouded-Fable,"0,02 €",9133,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Zorua-V1-SFA031,"2ND AUGUST, 2024",,,,
Revavroom ex (SFA 081),Shrouded-Fable,"0,90 €",504,Ultra Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Revavroom-ex-V2-SFA081,"2ND AUGUST, 2024",0.0,"1,66 €","1,64 €","1,82 €"
Croagunk (SFA 023),Shrouded-Fable,"0,02 €",9230,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Croagunk-SFA023,"2ND AUGUST, 2024",,,,
Bewear (SFA 053),Shrouded-Fable,"0,02 €",8500,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Bewear-V1-SFA053,"2ND AUGUST, 2024",,,,
Houndoom (SFA 066),Shrouded-Fable,"10,00 €",262,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Houndoom-V2-SFA066,"2ND AUGUST, 2024",,,,
Munkidori (SFA 072),Shrouded-Fable,"9,00 €",239,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Munkidori-V2-SFA072,"2ND AUGUST, 2024",,,,
Cresselia (SFA 071),Shrouded-Fable,"8,30 €",278,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Cresselia-V2-SFA071,"2ND AUGUST, 2024",,,,
Toxicroak (SFA 024),Shrouded-Fable,"0,02 €",8469,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Toxicroak-SFA024,"2ND AUGUST, 2024",,,,
Cufant (SFA 076),Shrouded-Fable,"4,00 €",299,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Cufant-V2-SFA076,"2ND AUGUST, 2024",,,,
Tapu Bulu (SFA 065),Shrouded-Fable,"2,99 €",311,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Tapu-Bulu-V2-SFA065,"2ND AUGUST, 2024",,,,
Persian (SFA 078),Shrouded-Fable,"14,00 €",286,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Persian-V2-SFA078,"2ND AUGUST, 2024",,,,
Horsea (SFA 067),Shrouded-Fable,"10,99 €",284,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Horsea-V2-SFA067,"2ND AUGUST, 2024",,,,
Bewear (SFA 079),Shrouded-Fable,"2,00 €",283,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Bewear-V2-SFA079,"2ND AUGUST, 2024",,,,
Fraxure (SFA 077),Shrouded-Fable,"4,25 €",245,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Fraxure-V2-SFA077,"2ND AUGUST, 2024",,,,
Fezandipiti (SFA 073),Shrouded-Fable,"4,99 €",307,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Fezandipiti-V2-SFA073,"2ND AUGUST, 2024",,,,
Horsea (SFA 010),Shrouded-Fable,"0,02 €",854,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Horsea-V3-SFA010,"2ND AUGUST, 2024",,,,
Pecharunt ex (SFA 093),Shrouded-Fable,"16,40 €",181,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Pecharunt-ex-V3-SFA093,"2ND AUGUST, 2024",,,,
Seadra (SFA 011),Shrouded-Fable,"0,02 €",802,Promo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Seadra-V2-SFA011,"2ND AUGUST, 2024",,,,
Fezandipiti ex (SFA 092),Shrouded-Fable,"32,99 €",207,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Fezandipiti-ex-V3-SFA092,"2ND AUGUST, 2024",,,,
Munkidori ex (SFA 091),Shrouded-Fable,"15,00 €",173,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Munkidori-ex-V3-SFA091,"2ND AUGUST, 2024",,,,
Earthen Vessel (SFA 096),Shrouded-Fable,"33,00 €",86,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Earthen-Vessel-SFA096,"2ND AUGUST, 2024",,"42,17 €","44,00 €","43,31 €"
Cassiopeia (SFA 094),Shrouded-Fable,"30,00 €",214,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Cassiopeia-V3-SFA094,"2ND AUGUST, 2024",,,,
Okidogi ex (SFA 090),Shrouded-Fable,"19,50 €",242,Special Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Okidogi-ex-V3-SFA090,"2ND AUGUST, 2024",,,,
Basic Metal Energy (SFA 099),Shrouded-Fable,"20,00 €",45,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Basic-Metal-Energy-SFA099,"2ND AUGUST, 2024",,"31,24 €","109,75 €","50,32 €"
Basic Darkness Energy (SFA 098),Shrouded-Fable,"22,50 €",38,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Basic-Darkness-Energy-SFA098,"2ND AUGUST, 2024",,"29,19 €","29,95 €","30,26 €"
Pecharunt ex (SFA 095),Shrouded-Fable,"12,00 €",77,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Pecharunt-ex-V4-SFA095,"2ND AUGUST, 2024",,"30,99 €","33,79 €","29,39 €"
Live Code Card (Greninja ex Special Illustration Collection) (SFA),Shrouded-Fable,"0,02 €",369,Online Code Card,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Live-Code-Card-Greninja-ex-Special-Illustration-Collection-SFA,"2ND AUGUST, 2024",,,,
Live Code Card (Elite Trainer Box) (SFA),Shrouded-Fable,"0,02 €",708,Online Code Card,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Live-Code-Card-Elite-Trainer-Box-SFA,"2ND AUGUST, 2024",,,,
Powerglass (SFA 097),Shrouded-Fable,"15,00 €",85,Secret Rare ,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Powerglass-V2-SFA097,"2ND AUGUST, 2024",,"26,44 €","24,00 €","23,68 €"
Live Code Card (Pecharunt Blister) (SFA),Shrouded-Fable,"0,02 €",435,Online Code Card,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Live-Code-Card-Pecharunt-Blister-SFA,"2ND AUGUST, 2024",,,,
Live Code Card (Kingdra ex Special Illustration Collection) (SFA),Shrouded-Fable,"0,02 €",392,Online Code Card,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Live-Code-Card-Kingdra-ex-Special-Illustration-Collection-SFA,"2ND AUGUST, 2024",,,,
Live Code Card (Kingambit Illustration Collection) (SFA),Shrouded-Fable,"0,02 €",262,Online Code Card,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Live-Code-Card-Kingambit-Illustration-Collection-SFA,"2ND AUGUST, 2024",,,,
Live Code Card (Pokémon Center Elite Trainer Box) (SFA),Shrouded-Fable,"0,80 €",1,Online Code Card,https://www.cardmarket.com/en/Pokemon/Products/Singles/Shrouded-Fable/Live-Code-Card-Pokemon-Center-Elite-Trainer-Box-SFA,"2ND AUGUST, 2024",,,,
Live Code Card (Booster) (TWM),Twilight-Masquerade,"0,02 €",3613,Online Code Card,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Live-Code-Card-Booster-TWM,"24TH MAY, 2024",,,,
Teal Mask Ogerpon ex (TWM 025),Twilight-Masquerade,"3,75 €",515,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Teal-Mask-Ogerpon-ex-V1-TWM025,"24TH MAY, 2024",,,,
Dragapult ex (TWM 130),Twilight-Masquerade,"1,45 €",1076,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Dragapult-ex-V1-TWM130,"24TH MAY, 2024",,,,
Carmine (TWM 145),Twilight-Masquerade,"0,02 €",3696,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Carmine-V1-TWM145,"24TH MAY, 2024",,,,
Cornerstone Mask Ogerpon ex (TWM 112),Twilight-Masquerade,"0,28 €",868,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Cornerstone-Mask-Ogerpon-ex-V1-TWM112,"24TH MAY, 2024",,,,
Iron Thorns ex (TWM 077),Twilight-Masquerade,"0,95 €",517,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Iron-Thorns-ex-V1-TWM077,"24TH MAY, 2024",,,,
Greninja ex (TWM 106),Twilight-Masquerade,"0,39 €",1149,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Greninja-ex-V1-TWM106,"24TH MAY, 2024",,,,
Wellspring Mask Ogerpon ex (TWM 064),Twilight-Masquerade,"0,15 €",1427,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Wellspring-Mask-Ogerpon-ex-V1-TWM064,"24TH MAY, 2024",,,,
Munkidori (TWM 095),Twilight-Masquerade,"0,02 €",4426,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Munkidori-V1-TWM095,"24TH MAY, 2024",,,,
Bloodmoon Ursaluna ex (TWM 141),Twilight-Masquerade,"0,80 €",835,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Bloodmoon-Ursaluna-ex-V1-TWM141,"24TH MAY, 2024",,,,
Secret Box (TWM 163),Twilight-Masquerade,"2,00 €",241,ACE Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Secret-Box-TWM163,"24TH MAY, 2024",,,,
Unfair Stamp (TWM 165),Twilight-Masquerade,"2,00 €",754,ACE Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Unfair-Stamp-TWM165,"24TH MAY, 2024",,,,
Hearthflame Mask Ogerpon ex (TWM 040),Twilight-Masquerade,"0,09 €",1648,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Hearthflame-Mask-Ogerpon-ex-V1-TWM040,"24TH MAY, 2024",,,,
Magcargo ex (TWM 029),Twilight-Masquerade,"0,05 €",1744,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Magcargo-ex-V1-TWM029,"24TH MAY, 2024",,,,
Dreepy (TWM 128),Twilight-Masquerade,"0,02 €",5134,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Dreepy-TWM128,"24TH MAY, 2024",,,,
Bug Catching Set (TWM 143),Twilight-Masquerade,"0,02 €",5409,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Bug-Catching-Set-TWM143,"24TH MAY, 2024",,,,
Blissey ex (TWM 134),Twilight-Masquerade,"0,20 €",1117,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Blissey-ex-V1-TWM134,"24TH MAY, 2024",,,,
Luxray ex (TWM 068),Twilight-Masquerade,"0,09 €",1471,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Luxray-ex-V1-TWM068,"24TH MAY, 2024",,,,
Legacy Energy (TWM 167),Twilight-Masquerade,"0,59 €",943,ACE Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Legacy-Energy-TWM167,"24TH MAY, 2024",,,,
Sinistcha ex (TWM 023),Twilight-Masquerade,"0,08 €",1688,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Sinistcha-ex-V1-TWM023,"24TH MAY, 2024",,,,
Jamming Tower (TWM 153),Twilight-Masquerade,"0,02 €",4972,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Jamming-Tower-TWM153,"24TH MAY, 2024",,,,
Scream Tail ex (TWM 094),Twilight-Masquerade,"0,02 €",1815,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Scream-Tail-ex-V1-TWM094,"24TH MAY, 2024",,,,
Drakloak (TWM 129),Twilight-Masquerade,"0,02 €",1912,Common,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Drakloak-TWM129,"24TH MAY, 2024",,,,
Scoop Up Cyclone (TWM 162),Twilight-Masquerade,"0,20 €",1227,ACE Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Scoop-Up-Cyclone-TWM162,"24TH MAY, 2024",,,,
Palafin ex (TWM 061),Twilight-Masquerade,"0,05 €",1408,Double Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Palafin-ex-V1-TWM061,"24TH MAY, 2024",,,,
Froslass (TWM 053),Twilight-Masquerade,"0,02 €",6336,Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Froslass-V1-TWM053,"24TH MAY, 2024",,,,
Probopass (TWM 182),Twilight-Masquerade,"1,00 €",529,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Probopass-V2-TWM182,"24TH MAY, 2024",,,,
Timburr (TWM 183),Twilight-Masquerade,"1,20 €",549,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Timburr-V2-TWM183,"24TH MAY, 2024",,,,
Lairon (TWM 184),Twilight-Masquerade,"0,90 €",541,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Lairon-V2-TWM184,"24TH MAY, 2024",,,,
Chimecho (TWM 179),Twilight-Masquerade,"1,40 €",559,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Chimecho-V2-TWM179,"24TH MAY, 2024",,,,
Froslass (TWM 174),Twilight-Masquerade,"2,90 €",476,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Froslass-V2-TWM174,"24TH MAY, 2024",,,,
Hyper Aroma (TWM 152),Twilight-Masquerade,"0,39 €",1123,ACE Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Hyper-Aroma-TWM152,"24TH MAY, 2024",,,,
Infernape (TWM 173),Twilight-Masquerade,"6,00 €",407,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Infernape-V2-TWM173,"24TH MAY, 2024",,,,
Tatsugiri (TWM 131),Twilight-Masquerade,"0,02 €",9564,Uncommon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Tatsugiri-V1-TWM131,"24TH MAY, 2024",,,,
Applin (TWM 185),Twilight-Masquerade,"1,75 €",449,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Applin-V2-TWM185,"24TH MAY, 2024",,,,
Wattrel (TWM 178),Twilight-Masquerade,"1,30 €",567,Illustration Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Wattrel-V2-TWM178,"24TH MAY, 2024",,,,
Survival Brace (TWM 164),Twilight-Masquerade,"0,10 €",1395,ACE Rare,https://www.cardmarket.com/en/Pokemon/Products/Singles/Twilight-Masquerade/Survival-Brace-TWM164,"24TH MAY, 2024",,,,
